Date,WL,PF,Opponent,PA,Location,Notes,Year,Team,offName,Home,Week
11/29/14,L,10,Memphis (TN),41,"East Hartford, CT",,2014,Connecticut,University of Connecticut,0,14
11/29/14,W,41,Connecticut,10,"Memphis, TN",,2014,Memphis (TN),University of Memphis,1,14
11/29/14,L,6,Cincinnati (OH),14,"Philadelphia, PA",,2014,Temple (PA),Temple University,1,14
11/29/14,W,28,Syracuse (NY),7,"Chestnut Hill, MA",,2014,Boston College (MA),Boston College,1,14
11/29/14,W,35,South Carolina,17,"Clemson, SC",,2014,Clemson (SC),Clemson University,1,14
11/29/14,W,41,Wake Forest (NC),21,"Durham, NC",,2014,Duke (NC),Duke University,1,14
11/29/14,W,24,Florida,19,"Tallahassee, FL",,2014,Florida St.,Florida State University,1,14
11/29/14,W,30,Georgia,24,"Atlanta, GA",,2014,Georgia Tech,Georgia Institute of Technology,0,14
11/29/14,W,44,Kentucky,40,"Louisville, KY",,2014,Louisville (KY),University of Louisville,1,14
11/29/14,L,23,Pittsburgh (PA),35,"Miami Gardens, FL",,2014,Miami (FL),University of Miami,1,14
11/29/14,L,7,North Carolina St.,35,"Chapel Hill, NC",,2014,North Carolina,North Carolina State University,1,14
11/29/14,W,35,North Carolina,7,"Raleigh, NC",,2014,North Carolina St.,University of North Carolina at Chapel Hill,0,14
11/29/14,W,35,Miami (FL),23,"Pittsburgh, PA",,2014,Pittsburgh (PA),University of Pittsburgh,0,14
11/29/14,L,7,Boston College (MA),28,"Syracuse, NY",,2014,Syracuse (NY),Syracuse University,0,14
11/29/14,L,21,Duke (NC),41,"Winston-Salem, NC",,2014,Wake Forest (NC),Wake Forest University,0,14
11/29/14,W,48,Texas Tech,46,"Waco, TX",,2014,Baylor (TX),Baylor University,1,14
11/29/14,L,24,West Virginia,37,"Ames, IA",,2014,Iowa St.,Iowa State University,1,14
11/29/14,L,13,Kansas St.,51,"Lawrence, KS",,2014,Kansas,University of Kansas,0,14
11/29/14,W,51,Kansas,13,"Manhattan, KS",,2014,Kansas St.,Kansas State University,1,14
11/29/14,L,46,Baylor (TX),48,"Lubbock, TX",,2014,Texas Tech,Texas Tech University,1,14
11/29/14,W,37,Iowa St.,24,"Morgantown, WV",,2014,West Virginia,West Virginia University,0,14
11/29/14,W,47,Northwestern (IL),33,"Champaign, IL",,2014,Illinois,University of Illinois at Urbana-Champaign,0,14
11/29/14,W,23,Purdue (IN),16,"Bloomington, IN",,2014,Indiana,Indiana University Bloomington,1,14
11/29/14,L,38,Rutgers (NJ),41,"College Park, MD",,2014,Maryland,University of Maryland: College Park,1,14
11/29/14,L,28,Ohio St.,42,"Ann Arbor, MI",,2014,Michigan,University of Michigan,0,14
11/29/14,W,34,Penn St.,10,"East Lansing, MI",,2014,Michigan St.,Michigan State University,0,14
11/29/14,L,24,Wisconsin,34,"Minneapolis, MN",,2014,Minnesota,University of Minnesota: Twin Cities,0,14
11/29/14,L,33,Illinois,47,"Evanston, IL",,2014,Northwestern (IL),Northwestern University,1,14
11/29/14,W,42,Michigan,28,"Columbus, OH",,2014,Ohio St.,Ohio State University: Columbus Campus,1,14
11/29/14,L,10,Michigan St.,34,"State College, PA",,2014,Penn St.,The Pennsylvania State University,1,14
11/29/14,L,16,Indiana,23,"West Lafayette, IN",,2014,Purdue (IN),Purdue University,0,14
11/29/14,W,41,Maryland,38,"New Brunswick, NJ",,2014,Rutgers (NJ),Rutgers,0,14
11/29/14,W,34,Minnesota,24,"Madison, WI",,2014,Wisconsin,University of Wisconsin-Madison,1,14
11/29/14,L,28,Old Dominion (VA),31,"Fort Lauderdale, FL",,2014,Florida Atlantic,Florida Atlantic University,1,14
11/29/14,W,76,Rice (TX),31,"Ruston, LA",,2014,Louisiana Tech,Louisiana Tech University,1,14
11/29/14,L,21,Texas-El Paso,24,"Murfreesboro, TN",,2014,Middle Tennessee St.,Middle Tennessee State University,0,14
11/29/14,L,27,Texas-San Antonio,34,"Denton, TX",,2014,North Texas,University of North Texas,0,14
11/29/14,W,31,Florida Atlantic,28,Old Dominion (VA),,2014,Old Dominion (VA),Old Dominion University,0,14
11/29/14,L,31,Louisiana Tech,76,"Houston, TX",,2014,Rice (TX),Rice University,0,14
11/29/14,L,24,Alabama-Birmingham,45,"Hattiesburg, MS",,2014,Southern Mississippi,University of Southern Mississippi,1,14
11/29/14,W,45,Southern Mississippi,24,"Birmingham, AL",,2014,Alabama-Birmingham,The University of Alabama at Birmingham,0,14
11/29/14,W,24,Middle Tennessee St.,21,"El Paso, TX",,2014,Texas-El Paso,University of Texas-El Paso,1,14
11/29/14,W,34,North Texas,27,"San Antonio, TX",,2014,Texas-San Antonio,University of Texas at San Antonio,1,14
11/29/14,W,42,California,35,"Provo, UT",,2014,Brigham Young (UT),Brigham Young University,0,14
11/29/14,L,14,Southern California,49,"South Bend, IN",,2014,Notre Dame (IN),University of Notre Dame,0,14
11/29/14,W,50,Utah St.,19,"Boise, ID",,2014,Boise St. (ID),Boise State University,1,14
11/29/14,W,28,Hawaii,21,"Fresno, CA",,2014,Fresno St. (CA),California State University: Fresno,1,14
11/29/14,L,21,Fresno St. (CA),28,"Honolulu, HI",,2014,Hawaii,University of Hawaii at Manoa,0,14
11/29/14,W,49,Nevada-Las Vegas,27,"Reno, NV",,2014,Nevada,University of Nevada: Reno,0,14
11/29/14,W,36,Wyoming,30,"Albuquerque, NM",,2014,New Mexico,University of New Mexico,1,14
11/29/14,W,38,San Jose St. (CA),7,"San Diego, CA",,2014,San Diego St. (CA),San Diego State University,1,14
11/29/14,L,7,San Diego St. (CA),38,NA,,2014,NA,NA,0,14
11/29/14,L,27,Nevada,49,"Las Vegas, NV",,2014,Nevada-Las Vegas,University of Nevada: Las Vegas,1,14
11/29/14,L,19,Boise St. (ID),50,"Logan, UT",,2014,Utah St.,Utah State University,0,14
11/29/14,L,30,New Mexico,36,"Laramie, WY",,2014,Wyoming,University of Wyoming,0,14
11/29/14,L,35,Brigham Young (UT),42,"Berkeley, CA",,2014,California,University of California: Berkeley,1,14
11/29/14,L,34,Utah,38,"Boulder, CO",,2014,Colorado,University of Colorado at Boulder,1,14
11/29/14,W,47,Oregon St.,19,"Eugene, OR",,2014,Oregon,University of Oregon,0,14
11/29/14,L,19,Oregon,47,"Corvallis, OR",,2014,Oregon St.,Oregon State University,1,14
11/29/14,W,49,Notre Dame (IN),14,"Los Angeles, CA",,2014,Southern California,University of Southern California,1,14
11/29/14,W,38,Colorado,34,"Salt Lake City, UT",,2014,Utah,University of Utah,0,14
11/29/14,W,31,Washington St.,13,"Seattle, WA",,2014,Washington,University of Washington,0,14
11/29/14,L,13,Washington,31,"Pullman, WA",,2014,Washington St.,Washington State University,1,14
11/29/14,W,55,Auburn (AL),44,"Tuscaloosa, AL",,2014,Alabama,The University of Alabama,1,14
11/29/14,L,44,Alabama,55,"Auburn, AL",,2014,Auburn (AL),Auburn University,0,14
11/29/14,L,19,Florida St.,24,"Gainesville, FL",,2014,Florida,University of Florida,0,14
11/29/14,L,24,Georgia Tech,30,"Athens, GA",,2014,Georgia,University of Georgia,1,14
11/29/14,L,40,Louisville (KY),44,"Lexington, KY",,2014,Kentucky,University of Kentucky,0,14
11/29/14,L,17,Mississippi,31,"Starkville, MS",,2014,Mississippi St.,Mississippi State University,0,14
11/29/14,W,31,Mississippi St.,17,"Oxford, MS",,2014,Mississippi,University of Mississippi,1,14
11/29/14,L,17,Clemson (SC),35,"Columbia, SC",,2014,South Carolina,University of South Carolina-Columbia,0,14
11/29/14,W,24,Vanderbilt (TN),17,"Knoxville, TN",,2014,Tennessee,University of Tennessee: Knoxville,0,14
11/29/14,L,17,Tennessee,24,"Nashville, TN",,2014,Vanderbilt (TN),Vanderbilt University,1,14
11/29/14,W,45,Idaho,28,"Boone, NC",,2014,Appalachian State (NC),Appalachian State University,1,14
11/29/14,W,68,New Mexico St.,35,"Jonesboro, AR",,2014,Arkansas St.,Arkansas State University,1,14
11/29/14,W,22,Louisiana-Monroe,16,"Statesboro, GA",,2014,Georgia Southern,Georgia Southern University,1,14
11/29/14,L,31,Texas St.,54,"Atlanta, GA",,2014,Georgia St.,Georgia State University,1,14
11/29/14,L,28,Appalachian State (NC),45,"Moscow, ID",,2014,Idaho,University of Idaho,0,14
11/29/14,W,42,Troy (AL),23,"Lafayette, LA",,2014,Louisiana-Lafayette,University of Louisiana at Lafayette,0,14
11/29/14,L,16,Georgia Southern,22,"Monroe, LA",,2014,Louisiana-Monroe,University of Louisiana at Monroe,0,14
11/29/14,L,35,Arkansas St.,68,"Las Cruces, NM",,2014,New Mexico St.,New Mexico State University,0,14
11/29/14,W,54,Georgia St.,31,"San Marcos, TX",,2014,Texas St.,Texas State University-San Marcos,0,14
11/29/14,L,23,Louisiana-Lafayette,42,"Troy, AL",,2014,Troy (AL),Troy University,1,14
11/29/14,W,52,San Diego (CA),14,"Missoula, MT",,2014,Montana,University of Montana-Missoula,1,14
11/29/14,L,40,South Dakota St.,47,"Bozeman, MT",,2014,Montana St.,Montana State University: Bozeman,1,14
11/29/14,W,26,James Madison (VA),21,"Lynchburg, VA",,2014,Liberty (VA),Liberty University,0,14
11/29/14,L,21,Liberty (VA),26,"Harrisonburg, VA",,2014,James Madison (VA),James Madison University,1,14
11/29/14,W,46,Morgan St. (MD),24,"Richmond, VA",,2014,Richmond (VA),University of Richmond,1,14
11/29/14,L,24,Richmond (VA),46,"Baltimore, MD",,2014,Morgan St. (MD),Morgan State University,0,14
11/29/14,W,36,Eastern Kentucky,16,"Terre Haute, IN",,2014,Indiana St.,Indiana State University,0,14
11/29/14,W,44,Stephen F. Austin (TX),10,"Cedar Falls, IA",,2014,Northern Iowa,University of Northern Iowa,1,14
11/29/14,W,47,Montana St.,40,"Brookings, SD",,2014,South Dakota St.,South Dakota State University,0,14
11/29/14,L,22,Fordham (NY),44,"Fairfield, CT",,2014,Sacred Heart (CT),Sacred Heart University,0,14
11/29/14,L,16,Indiana St.,36,"Richmond, KY",,2014,Eastern Kentucky,Eastern Kentucky University,1,14
11/29/14,W,44,Sacred Heart (CT),22,"New York, NY",,2014,Fordham (NY),Fordham University,1,14
11/29/14,L,14,Montana,52,"San Diego, CA",,2014,San Diego (CA),University of San Diego,0,14
11/29/14,W,21,Southeastern Louisiana,17,"Huntsville, TX",,2014,Sam Houston St. (TX),Sam Houston State University,1,14
11/29/14,L,17,Sam Houston St. (TX),21,"Hammond, LA",,2014,Southeastern Louisiana,Southeastern Louisiana University,0,14
11/29/14,L,10,Northern Iowa,44,"Nacogdoches, TX",,2014,Stephen F. Austin (TX),Stephen F. Austin State University,0,14
11/29/14,L,45,Southern (LA),52,"Grambling, LA",,2014,Grambling St. (LA),Grambling State University,1,14
11/29/14,W,52,Grambling St. (LA),45,"Baton Rouge, LA",,2014,Southern (LA),Southern University and Agricultural and Mechanical College,1,14
12/4/14,L,30,Central Florida,32,"Greenville, NC",,2014,East Carolina (NC),East Carolina University,1,15
12/4/14,W,32,East Carolina (NC),30,"Orlando, FL",,2014,Central Florida,University of Central Florida,0,15
12/5/14,L,17,Northern Illinois,51,"Bowling Green, OH",,2014,Bowling Green (OH),Bowling Green State University,1,25
12/5/14,W,51,Bowling Green (OH),17,"DeKalb, IL",,2014,Northern Illinois,Northern Illinois University,1,25
12/5/14,L,13,Oregon,51,"Tucson, AZ",,2014,Arizona,University of Arizona,1,25
12/5/14,W,51,Arizona,13,"Eugene, OR",,2014,Oregon,University of Oregon,1,25
12/6/14,W,38,Houston (TX),31,"Cincinnati, OH",,2014,Cincinnati (OH),University of Cincinnati,1,15
12/6/14,L,20,Southern Methodist (TX),27,"East Hartford, CT",,2014,Connecticut,University of Connecticut,1,15
12/6/14,L,31,Cincinnati (OH),38,"Houston, TX",,2014,Houston (TX),University of Houston,0,15
12/6/14,W,27,Connecticut,20,"Dallas, TX",,2014,Southern Methodist (TX),Southern Methodist University,0,15
12/6/14,W,10,Tulane (LA),3,"Philadelphia, PA",,2014,Temple (PA),Temple University,0,15
12/6/14,L,3,Temple (PA),10,"New Orleans, LA",,2014,Tulane (LA),Tulane University,1,15
12/6/14,W,37,Georgia Tech,35,"Tallahassee, FL",,2014,Florida St.,Florida State University,1,15
12/6/14,L,35,Florida St.,37,"Atlanta, GA",,2014,Georgia Tech,Georgia Institute of Technology,1,15
12/6/14,W,38,Kansas St.,27,"Waco, TX",,2014,Baylor (TX),Baylor University,1,15
12/6/14,L,3,Texas Christian,55,"Ames, IA",,2014,Iowa St.,Iowa State University,0,15
12/6/14,L,27,Baylor (TX),38,"Manhattan, KS",,2014,Kansas St.,Kansas State University,0,15
12/6/14,L,35,Oklahoma St.,38,"Norman, OK",,2014,Oklahoma,University of Oklahoma,1,15
12/6/14,W,38,Oklahoma,35,"Stillwater, OK",,2014,Oklahoma St.,Oklahoma State University,0,15
12/6/14,W,55,Iowa St.,3,"Fort Worth, TX",,2014,Texas Christian,Texas Christian University,1,15
12/6/14,W,59,Wisconsin,0,"Columbus, OH",,2014,Ohio St.,Ohio State University: Columbus Campus,1,15
12/6/14,L,0,Ohio St.,59,"Madison, WI",,2014,Wisconsin,University of Wisconsin-Madison,1,15
12/6/14,L,23,Marshall (WV),26,"Ruston, LA",,2014,Louisiana Tech,Louisiana Tech University,0,15
12/6/14,W,26,Louisiana Tech,23,"Huntington, WV",,2014,Marshall (WV),Marshall University,1,15
12/6/14,W,28,Fresno St. (CA),14,"Boise, ID",,2014,Boise St. (ID),Boise State University,1,15
12/6/14,L,14,Boise St. (ID),28,"Fresno, CA",,2014,Fresno St. (CA),California State University: Fresno,0,15
12/6/14,W,42,Missouri,13,"Tuscaloosa, AL",,2014,Alabama,The University of Alabama,1,15
12/6/14,L,13,Alabama,42,"Columbia, MO",,2014,Missouri,University of Missouri: Columbia,1,15
12/6/14,W,37,Montana,20,"Cheney, WA",,2014,Eastern Washington,Eastern Washington University,1,15
12/6/14,L,20,Eastern Washington,37,"Missoula, MT",,2014,Montana,University of Montana-Missoula,0,15
12/6/14,W,36,Richmond (VA),15,"Conway, SC",,2014,Coastal Carolina (SC),Coastal Carolina University,1,15
12/6/14,L,22,Villanova (PA),29,"Lynchburg, VA",,2014,Liberty (VA),Liberty University,0,15
12/6/14,W,44,Fordham (NY),19,"Durham, NH",,2014,New Hampshire,University of New Hampshire,1,15
12/6/14,L,15,Coastal Carolina (SC),36,"Richmond, VA",,2014,Richmond (VA),University of Richmond,0,15
12/6/14,W,29,Liberty (VA),22,"Villanova, PA",,2014,Villanova (PA),Villanova University,1,15
12/6/14,W,41,Northern Iowa,21,"Normal, IL",,2014,Illinois St.,Illinois State University,1,15
12/6/14,L,14,Tennessee-Chattanooga,35,"Terre Haute, IN",,2014,Indiana St.,Indiana State University,0,15
12/6/14,W,27,South Dakota St.,24,"Fargo, ND",,2014,North Dakota St.,North Dakota State University,1,15
12/6/14,L,21,Illinois St.,41,"Cedar Falls, IA",,2014,Northern Iowa,University of Northern Iowa,0,15
12/6/14,L,24,North Dakota St.,27,"Brookings, SD",,2014,South Dakota St.,South Dakota State University,0,15
12/6/14,L,26,Sam Houston St. (TX),37,"Jacksonville, AL",,2014,Jacksonville St. (AL),Jacksonville State University,1,15
12/6/14,L,19,New Hampshire,44,"New York, NY",,2014,Fordham (NY),Fordham University,0,15
12/6/14,W,35,Indiana St.,14,"Chattanooga, TN",,2014,Tennessee-Chattanooga,University of Tennessee: Chattanooga,1,15
12/6/14,W,37,Jacksonville St. (AL),26,"Huntsville, TX",,2014,Sam Houston St. (TX),Sam Houston State University,0,15
12/6/14,W,38,Southern (LA),24,"Lorman, MS",,2014,Alcorn St. (MS),Alcorn State University,1,15
12/6/14,L,24,Alcorn St. (MS),38,"Baton Rouge, LA",,2014,Southern (LA),Southern University and Agricultural and Mechanical College,1,15
12/12/14,W,35,Tennessee-Chattanooga,30,"Durham, NH",,2014,New Hampshire,University of New Hampshire,1,25
12/12/14,L,30,New Hampshire,35,"Chattanooga, TN",,2014,Tennessee-Chattanooga,University of Tennessee: Chattanooga,0,25
12/13/14,L,10,Navy (MD),17,"West Point, NY",,2014,Army (NY),United States Military Academy,1,16
12/13/14,W,17,Army (NY),10,"Annapolis, MD",,2014,Navy (MD),United States Naval Academy,1,16
12/13/14,L,46,Illinois St.,59,"Cheney, WA",,2014,Eastern Washington,Eastern Washington University,1,16
12/13/14,L,32,North Dakota St.,39,"Conway, SC",,2014,Coastal Carolina (SC),Coastal Carolina University,0,16
12/13/14,L,31,Sam Houston St. (TX),34,"Villanova, PA",,2014,Villanova (PA),Villanova University,1,16
12/13/14,W,59,Eastern Washington,46,"Normal, IL",,2014,Illinois St.,Illinois State University,0,16
12/13/14,W,39,Coastal Carolina (SC),32,"Fargo, ND",,2014,North Dakota St.,North Dakota State University,1,16
12/13/14,W,34,Villanova (PA),31,"Huntsville, TX",,2014,Sam Houston St. (TX),Sam Houston State University,0,16
12/19/14,W,35,Sam Houston St. (TX),3,"Fargo, ND",,2014,North Dakota St.,North Dakota State University,1,25
12/19/14,L,3,North Dakota St.,35,"Huntsville, TX",,2014,Sam Houston St. (TX),Sam Houston State University,0,25
12/20/14,L,6,Utah St.,21,"El Paso, TX",,2014,Texas-El Paso,University of Texas-El Paso,1,25
12/20/14,W,33,South Alabama,28,"Bowling Green, OH",,2014,Bowling Green (OH),Bowling Green State University,1,25
12/20/14,L,24,Air Force (CO),38,"Kalamazoo, MI",,2014,Western Michigan,Western Michigan University,1,25
12/20/14,W,38,Western Michigan,24,"Air Force Academy, CO",,2014,Air Force (CO),United States Air Force Academy,1,25
12/20/14,L,10,Utah,45,"Fort Collins, CO",,2014,Colorado St.,Colorado State University,1,25
12/20/14,L,3,Louisiana-Lafayette,16,"Reno, NV",,2014,Nevada,University of Nevada: Reno,1,25
12/20/14,W,21,Texas-El Paso,6,"Logan, UT",,2014,Utah St.,Utah State University,1,25
12/20/14,W,45,Colorado St.,10,"Salt Lake City, UT",,2014,Utah,University of Utah,1,25
12/20/14,W,16,Nevada,3,"Lafayette, LA",,2014,Louisiana-Lafayette,University of Louisiana at Lafayette,1,25
12/20/14,L,28,Bowling Green (OH),33,"Mobile, AL",,2014,South Alabama,University of South Alabama,1,25
12/20/14,L,18,Illinois St.,21,"Durham, NH",,2014,New Hampshire,University of New Hampshire,1,25
12/20/14,W,21,New Hampshire,18,"Normal, IL",,2014,Illinois St.,Illinois State University,0,25
12/22/14,W,55,Brigham Young (UT),48,"Memphis, TN",,2014,Memphis (TN),University of Memphis,1,25
12/22/14,L,48,Memphis (TN),55,"Provo, UT",,2014,Brigham Young (UT),Brigham Young University,1,25
12/23/14,W,52,Northern Illinois,23,"Huntington, WV",,2014,Marshall (WV),Marshall University,1,25
12/23/14,W,17,San Diego St. (CA),16,"Annapolis, MD",,2014,Navy (MD),United States Naval Academy,1,25
12/23/14,L,23,Marshall (WV),52,"DeKalb, IL",,2014,Northern Illinois,Northern Illinois University,1,25
12/23/14,L,16,Navy (MD),17,"San Diego, CA",,2014,San Diego St. (CA),San Diego State University,1,25
12/24/14,W,30,Fresno St. (CA),6,"Houston, TX",,2014,Rice (TX),Rice University,1,25
12/24/14,W,49,Central Michigan,48,"Bowling Green, KY",,2014,Western Kentucky,Western Kentucky University,1,25
12/24/14,L,48,Western Kentucky,49,"Mount Pleasant, MI",,2014,Central Michigan,Central Michigan University,1,25
12/24/14,L,6,Rice (TX),30,"Fresno, CA",,2014,Fresno St. (CA),California State University: Fresno,1,25
12/26/14,L,27,North Carolina St.,34,"Orlando, FL",,2014,Central Florida,University of Central Florida,1,25
12/26/14,L,21,Rutgers (NJ),40,"Chapel Hill, NC",,2014,North Carolina,North Carolina State University,1,25
12/26/14,W,34,Central Florida,27,"Raleigh, NC",,2014,North Carolina St.,University of North Carolina at Chapel Hill,1,25
12/26/14,L,18,Louisiana Tech,35,"Champaign, IL",,2014,Illinois,University of Illinois at Urbana-Champaign,1,25
12/26/14,W,40,North Carolina,21,"New Brunswick, NJ",,2014,Rutgers (NJ),Rutgers,1,25
12/26/14,W,35,Illinois,18,"Ruston, LA",,2014,Louisiana Tech,Louisiana Tech University,1,25
12/27/14,L,17,Virginia Tech,33,"Cincinnati, OH",,2014,Cincinnati (OH),University of Cincinnati,1,25
12/27/14,L,30,Penn St.,31,"Chestnut Hill, MA",,2014,Boston College (MA),Boston College,1,25
12/27/14,L,31,Arizona St.,36,"Durham, NC",,2014,Duke (NC),Duke University,1,25
12/27/14,L,21,South Carolina,24,"Miami Gardens, FL",,2014,Miami (FL),University of Miami,1,25
12/27/14,W,33,Cincinnati (OH),17,"Blacksburg, VA",,2014,Virginia Tech,Virginia Polytechnic Institute & State University,1,25
12/27/14,L,42,Southern California,45,"Lincoln, NE",,2014,Nebraska,University of Nebraska - Lincoln,1,25
12/27/14,W,31,Boston College (MA),30,"State College, PA",,2014,Penn St.,The Pennsylvania State University,1,25
12/27/14,W,36,Duke (NC),31,"Tempe, AZ",,2014,Arizona St.,Arizona State University,1,25
12/27/14,W,45,Nebraska,42,"Los Angeles, CA",,2014,Southern California,University of Southern California,1,25
12/27/14,W,24,Miami (FL),21,"Columbia, SC",,2014,South Carolina,University of South Carolina-Columbia,1,25
12/29/14,W,40,Oklahoma,6,"Clemson, SC",,2014,Clemson (SC),Clemson University,1,25
12/29/14,L,6,Clemson (SC),40,"Norman, OK",,2014,Oklahoma,University of Oklahoma,1,25
12/29/14,L,7,Arkansas,31,"Austin, TX",,2014,Texas,The University of Texas at Austin,1,25
